isbn13,authors,categories,thumbnail,description,published_year,average_rating,title_subtitle,tagged_desc,anger,disgust,fear,joy,neutral,sadness,surprise
9780373767793,Heidi Betts,Fiction,http://books.google.com/books/content?id=p6tKmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Businessman Chase Ramsey's audacious terms should have offended her, but Elena Sanchez had no choice. To save her family's business, she'd have to become Chase's mistress. Chase had waited years to avenge what Elena had done to him. Now she'd have to play by his rules. But the ebony-haired beauty soon had him craving her like a starving man. Had his indecent proposal backfired?",2007.0,3.38,Blackmailed Into Bed,"9780373767793 Businessman Chase Ramsey's audacious terms should have offended her, but Elena Sanchez had no choice. To save her family's business, she'd have to become Chase's mistress. Chase had waited years to avenge what Elena had done to him. Now she'd have to play by his rules. But the ebony-haired beauty soon had him craving her like a starving man. Had his indecent proposal backfired?",0.8081616759300232,0.13910380005836487,0.13607873022556305,0.006940989755094051,0.9068293571472168,0.6563198566436768,0.06997046619653702
9781593080365,Sinclair Lewis,Fiction,http://books.google.com/books/content?id=YNM9wKuY0UsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Features the story of a college graduate from St. Paul who leaves to marry a doctor in a small, middle-class town, only to find her efforts to bring culture and beauty to the town thwarted by its residents, testing her idealism.",2003.0,3.76,Main Street,"9781593080365 Features the story of a college graduate from St. Paul who leaves to marry a doctor in a small, middle-class town, only to find her efforts to bring culture and beauty to the town thwarted by its residents, testing her idealism.",0.2671797275543213,0.1040065810084343,0.05136275663971901,0.46020230650901794,0.5494771003723145,0.5440352559089661,0.09732144325971603
9780679732341,Ann Beattie,Fiction,http://books.google.com/books/content?id=eGjw1o1IQ5gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This is the story of a love-smitten Charles; his friend Sam, the Phi Beta Kappa and former coat salesman; and Charles' mother, who spends a lot of time in the bathtub feeling depressed.",1991.0,3.91,Chilly Scenes of Winter,"9780679732341 This is the story of a love-smitten Charles; his friend Sam, the Phi Beta Kappa and former coat salesman; and Charles' mother, who spends a lot of time in the bathtub feeling depressed.",0.06413356214761734,0.1040065810084343,0.05136275663971901,0.04056438058614731,0.5494771003723145,0.9829356670379639,0.07876547425985336
9780743203043,Robert D. Putnam,History,http://books.google.com/books/content?id=rd2ibodep7UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Shows how changes in work, family structure, women's roles, and other factors have caused people to become increasingly disconnected from family, friends, neighbors, and democratic structures--and how they may reconnect.",2001.0,3.79,Bowling Alone:The Collapse and Revival of American Community,"9780743203043 Shows how changes in work, family structure, women's roles, and other factors have caused people to become increasingly disconnected from family, friends, neighbors, and democratic structures--and how they may reconnect.",0.06413356214761734,0.1040065810084343,0.05136275663971901,0.04056438058614731,0.8720030188560486,0.11169012635946274,0.07876547425985336
9780553562606,Stephen R. Donaldson,Fiction,http://books.google.com/books/content?id=SQSD-HP1WbEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the sequel to The Real Story and Forbidden Knowledge, a scheme unravels to reveal deeper schemes. By the author of The Chronicles of Thomas Covenant. Reprint.",1993.0,4.08,A Dark and Hungry God Arises:The Gap Into Power,"9780553562606 In the sequel to The Real Story and Forbidden Knowledge, a scheme unravels to reveal deeper schemes. By the author of The Chronicles of Thomas Covenant. Reprint.",0.11721374094486237,0.13617181777954102,0.05254022032022476,0.10482185333967209,0.9503573775291443,0.11169012635946274,0.07876547425985336
9780751504330,Stephen King,Escapes,http://books.google.com/books/content?id=kDJgQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Different Seasons contains four stories with an interlacing of horror that capture the dark corners of our times. In Rita Hayworth and Shawshank Redemption, a man convicted of a bloody murder lives in prison brutally ruled by a sadistic warden and secretly run by a con who knows all the ropes and pulls all the strings. He has more brains than anyone else in this sinister slammer, and a diabolically cunning plan of revenge that no one can guess until it's too late. And brace yourself for icy shock in three more stunning novellas of suspense. Four young boys come face to face with life, death and hints of their own mortality....A teenager becomes both the puppet and the puppet master of evil... A disgraced woman is determined to triumph over death. The greatest horror master of our time turns the screws of suspense to lock you into terrifying tension and nerve-tingling twists.",1982.0,4.35,Different Seasons,"9780751504330 Different Seasons contains four stories with an interlacing of horror that capture the dark corners of our times. In Rita Hayworth and Shawshank Redemption, a man convicted of a bloody murder lives in prison brutally ruled by a sadistic warden and secretly run by a con who knows all the ropes and pulls all the strings. He has more brains than anyone else in this sinister slammer, and a diabolically cunning plan of revenge that no one can guess until it's too late. And brace yourself for icy shock in three more stunning novellas of suspense. Four young boys come face to face with life, death and hints of their own mortality....A teenager becomes both the puppet and the puppet master of evil... A disgraced woman is determined to triumph over death. The greatest horror master of our time turns the screws of suspense to lock you into terrifying tension and nerve-tingling twists.",0.6783784031867981,0.8873875141143799,0.9894586801528931,0.04056438058614731,0.5494771003723145,0.6699202060699463,0.07876547425985336
9780618057078,Julian Jaynes,Philosophy,http://books.google.com/books/content?id=6Q0kSEh_beUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"At the heart of this classic, seminal book is Julian Jaynes's still-controversial thesis that human consciousness did not begin far back in animal evolution but instead is a learned process that came about only three thousand years ago and is still developing. The implications of this revolutionary scientific paradigm extend into virtually every aspect of our psychology, our history and culture, our religion -- and indeed our future.",2000.0,4.24,The Origin of Consciousness in the Breakdown of the Bicameral Mind,"9780618057078 At the heart of this classic, seminal book is Julian Jaynes's still-controversial thesis that human consciousness did not begin far back in animal evolution but instead is a learned process that came about only three thousand years ago and is still developing. The implications of this revolutionary scientific paradigm extend into virtually every aspect of our psychology, our history and culture, our religion -- and indeed our future.",0.06413356214761734,0.1040065810084343,0.05621124804019928,0.04056438058614731,0.8411692976951599,0.11169012635946274,0.07876547425985336
9780449004135,Mary Doria Russell,Fiction,http://books.google.com/books/content?id=7_eqMJMEP3gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Claudette Blum and her father flee across the Alps into Italy with other Jews seeking refuge, only to find an open battle ground among the Nazis, Allied forces, resistance fighters, and ordinary Italians struggling to survive.",2005.0,4.02,A Thread of Grace:A Novel,"9780449004135 Claudette Blum and her father flee across the Alps into Italy with other Jews seeking refuge, only to find an open battle ground among the Nazis, Allied forces, resistance fighters, and ordinary Italians struggling to survive.",0.06413356214761734,0.1040065810084343,0.9013547897338867,0.04056438058614731,0.5494771003723145,0.11169012635946274,0.07876547425985336
9781904919520,Jerome K. Jerome,Boats and boating,http://books.google.com/books/content?id=Qk7bOlZ0knoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,".0000000000Martyrs to hypochondria and general seediness, J. and his friends, George and Harris, decide that a jaunt up the Thames would suit them to a T. But when they set off, they can hardly predict the troubles that lie ahead. Three Men in a Boat was an instant success when it appeared in 1889, and, with its benign escapism, authorial discursions and wonderful evocation of the late-Victorian clerking classes, it hilariously captured the spirit of its age. Illustrated by A Fredericks, with an Afterword by David Stuart Davies.",2005.0,3.89,Three Men in a Boat:To Say Nothing of the Dog,"9781904919520 .0000000000Martyrs to hypochondria and general seediness, J. and his friends, George and Harris, decide that a jaunt up the Thames would suit them to a T. But when they set off, they can hardly predict the troubles that lie ahead. Three Men in a Boat was an instant success when it appeared in 1889, and, with its benign escapism, authorial discursions and wonderful evocation of the late-Victorian clerking classes, it hilariously captured the spirit of its age. Illustrated by A Fredericks, with an Afterword by David Stuart Davies.",0.06413356214761734,0.1040065810084343,0.5308048129081726,0.9760165214538574,0.8544526696205139,0.11169012635946274,0.10577625036239624
9780006512677,Michael Marshall Smith,Human cloning,http://books.google.com/books/content?id=83RrAdP9y5UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Spares - human clones, the ultimate health insurance. An eye for an eye - but some people are doing all the taking. The story of Jack Randall: burnt-out, dropped out, and way overdrawn at the luck bank. But as caretaker on a Spares Farm, he still has a choice, and it might make a difference.",1998.0,4.13,Spares,"9780006512677 Spares - human clones, the ultimate health insurance. An eye for an eye - but some people are doing all the taking. The story of Jack Randall: burnt-out, dropped out, and way overdrawn at the luck bank. But as caretaker on a Spares Farm, he still has a choice, and it might make a difference.",0.06413356214761734,0.10849252343177795,0.05136275663971901,0.05518972501158714,0.9616523385047913,0.9307990074157715,0.15049412846565247
9780553585803,Kim Stanley Robinson,Fiction,http://books.google.com/books/content?id=TI18I2jV1BgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the first installment of a trilogy of eco-thrillers set in Washington, D.C., environmental aide Charlie Quibler is frustrated in his attempts to prove to a distracted government that global warming has reached cataclysmic levels, a situation that is complicated when a promising technology is exploited for private interests. Reprint.",2005.0,3.54,Forty Signs of Rain,"9780553585803 In the first installment of a trilogy of eco-thrillers set in Washington, D.C., environmental aide Charlie Quibler is frustrated in his attempts to prove to a distracted government that global warming has reached cataclysmic levels, a situation that is complicated when a promising technology is exploited for private interests. Reprint.",0.8963773250579834,0.1040065810084343,0.05829806253314018,0.4656877815723419,0.9503573775291443,0.11169012635946274,0.07876547425985336
9780595272099,Arthur Herzog,BIOGRAPHY & AUTOBIOGRAPHY,http://books.google.com/books/content?id=RWAP4tMr7PUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The account of Robert Vesco, the Kingfish, who bilked investors of $250 million dollars in the early seventies and fled the country just ahead of the Feds, ultimately landing in Cuba.",2003.0,4.17,"Vesco from Wall Street to Castro's Cuba:The Rise, Fall, and Exile of the King of White Collar Crime","9780595272099 The account of Robert Vesco, the Kingfish, who bilked investors of $250 million dollars in the early seventies and fled the country just ahead of the Feds, ultimately landing in Cuba.",0.06413356214761734,0.1040065810084343,0.0788266509771347,0.04056438058614731,0.6603682041168213,0.11169012635946274,0.07876547425985336
9780140185331,Graham Greene,Fiction,http://books.google.com/books/content?id=REy21xKVROQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Just arrived in Vienna, Rollo Martins discovers that the friend he has come to visit is dead, and Philip, a small boy, unwittingly betrays his best friend to the police",1977.0,3.76,The Third Man and the Fallen Idol,"9780140185331 Just arrived in Vienna, Rollo Martins discovers that the friend he has come to visit is dead, and Philip, a small boy, unwittingly betrays his best friend to the police",0.08836549520492554,0.07115057855844498,0.00966989528387785,0.0021933054085820913,0.03289784863591194,0.7825064063072205,0.013216518796980381
9780345445780,Peter Abrahams,Fiction,http://books.google.com/books/content?id=4cR0mAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Emerging from a fifteen-year prison sentence for a crime he did not commit, Eddie Nye vows to learn who was really responsible and searches for answers from his Wall Street freebooter brother, his lover Karen, and a young sharpshooter. Reprint.",2002.0,3.66,Lights Out,"9780345445780 Emerging from a fifteen-year prison sentence for a crime he did not commit, Eddie Nye vows to learn who was really responsible and searches for answers from his Wall Street freebooter brother, his lover Karen, and a young sharpshooter. Reprint.",0.06413356214761734,0.1040065810084343,0.05136275663971901,0.13101091980934143,0.9503573775291443,0.11169012635946274,0.07876547425985336
9780571202119,James Mangold;Lisa Loomer;Anna Hamilton Phelan,Performing Arts,http://books.google.com/books/content?id=JnzDQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""Set in the changing world of the 1960s, the motion picture Girl Interrupted is the searing story of Susanna, a young woman who finds herself at a mental institution for troubled young women. Susanna's 'short rest', prescribed by a psychiatrist she had met just once, becomes a strange journey into Alice's Wonderland, as she spends nearly a year both struggling and flirting with the thin line between 'normal' and 'crazy'. Susanna soon realizes how hard it is to get out once she's been committed, and ultimately she has to choose between the world of those who belong on the inside - such as the seductive and dangerous Lisa - and those who can engage with the reality of the outside world."" ""This volume includes storyboards and a discussion by the film's director James Mangold about the film-making process by which this screenplay by James Mangold and Lisa Loomer and Anna Hamilton Phelan was transferred to the screen.""--BOOK JACKET.Title Summary field provided by Blackwell North America, Inc. All Rights Reserved",2000.0,3.97,"Girl, Interrupted:Screenplay","9780571202119 ""Set in the changing world of the 1960s, the motion picture Girl Interrupted is the searing story of Susanna, a young woman who finds herself at a mental institution for troubled young women. Susanna's 'short rest', prescribed by a psychiatrist she had met just once, becomes a strange journey into Alice's Wonderland, as she spends nearly a year both struggling and flirting with the thin line between 'normal' and 'crazy'. Susanna soon realizes how hard it is to get out once she's been committed, and ultimately she has to choose between the world of those who belong on the inside - such as the seductive and dangerous Lisa - and those who can engage with the reality of the outside world."" ""This volume includes storyboards and a discussion by the film's director James Mangold about the film-making process by which this screenplay by James Mangold and Lisa Loomer and Anna Hamilton Phelan was transferred to the screen.""--BOOK JACKET.Title Summary field provided by Blackwell North America, Inc. All Rights Reserved",0.06800904870033264,0.16538548469543457,0.7274303436279297,0.01710359752178192,0.9420058131217957,0.4464210271835327,0.13533413410186768
9780552135399,John Irving,American fiction,http://books.google.com/books/content?id=BrzEQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"'If you care about something you have to protect it. If you're lucky enough to find a way of life you love, you have to find the courage to live it.' Eleven-year-old Owen Meany, playing in a Little League baseball game in Gravesend, New Hampshire, hits a foul ball and kills his best friend's mother. Owen doesn't believe in accidents; he believes he is God's instrument. What happens to Owen after that 1953 foul ball is both extraordinary and terrifying.",1990.0,4.23,A Prayer for Owen Meany,"9780552135399 'If you care about something you have to protect it. If you're lucky enough to find a way of life you love, you have to find the courage to live it.' Eleven-year-old Owen Meany, playing in a Little League baseball game in Gravesend, New Hampshire, hits a foul ball and kills his best friend's mother. Owen doesn't believe in accidents; he believes he is God's instrument. What happens to Owen after that 1953 foul ball is both extraordinary and terrifying.",0.6763833165168762,0.1040065810084343,0.9878020882606506,0.09823016822338104,0.8904860019683838,0.12092746049165726,0.07876547425985336
9780747267195,Barbara Nadel,Fiction,http://books.google.com/books/content?id=HDcBHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A man's body, virtually decapitated, is found by the Bosphorus. His identity card names him as Rifat Berisha, an Albanian. The family is impenetrable but when Inspector Cetin Ikmen, whose mother was Albanian, consults his cousin, Samsun, he's left in little doubt that Berisha's death is likely to be the result of a fis, an implacable blood feud between rival Albanian families. Which means the blood already shed will have to be avenged. And if the Berishas or their enemies discover Ikmen is from a noted Albanian clan, some of the spilt blood might be his...",2002.0,3.98,Deep Waters,"9780747267195 A man's body, virtually decapitated, is found by the Bosphorus. His identity card names him as Rifat Berisha, an Albanian. The family is impenetrable but when Inspector Cetin Ikmen, whose mother was Albanian, consults his cousin, Samsun, he's left in little doubt that Berisha's death is likely to be the result of a fis, an implacable blood feud between rival Albanian families. Which means the blood already shed will have to be avenged. And if the Berishas or their enemies discover Ikmen is from a noted Albanian clan, some of the spilt blood might be his...",0.2490445226430893,0.9372873306274414,0.47976452112197876,0.04056438058614731,0.9311398267745972,0.28016501665115356,0.07876547425985336
9780310243564,Leonard I. Sweet;Brian D. McLaren;Jerry Haselmayer,Religion,http://books.google.com/books/content?id=y408kb7zW7AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A Is for Abductive B is for Body C is for Carpe Manana D is for Double-Ring E is for EPICtivities F is for Fractals G is for Grace H is for Holarchy I is for Icon J is for the J-Factor K is for Kaleidoscopic Change L is for Loopy M is for Metanarrative N is for Neurological Pre-Rewirings O is for Open-Endedness P is for Prayer Q is for Quest-ions R is for Radical Orthodoxy S is for Systems Theology T is for Tribal U is for Unknown V is for Voice W is for Wonder X is for Xenophilia Y is for Yes! Z is for ZendingDo You Know the Postmodern Alphabet?The letters are all the same, but the things they stand for are as different as the future is from the past. A Is for Abductive helps you get a handle today on the vocabulary of tomorrow, and on concepts indispensable for living out the old-fashioned gospel in these newfangled times.“You caused this book,” writes one of the authors. “People like you were insisting on a beginner’s guide to the pathway of postmodern ministry.” Here it is. There is no right or wrong place to begin—just pick a letter and start reading. You’ll acquire new words for a new world that will change how you think about church, about ministry, and about what it means to follow in Jesus’ footsteps—entering today’s culture in order to love it, serve it, and lead it home to God.",2003.0,3.17,"""A"" is for Abductive:The Language of the Emerging Church","9780310243564 A Is for Abductive B is for Body C is for Carpe Manana D is for Double-Ring E is for EPICtivities F is for Fractals G is for Grace H is for Holarchy I is for Icon J is for the J-Factor K is for Kaleidoscopic Change L is for Loopy M is for Metanarrative N is for Neurological Pre-Rewirings O is for Open-Endedness P is for Prayer Q is for Quest-ions R is for Radical Orthodoxy S is for Systems Theology T is for Tribal U is for Unknown V is for Voice W is for Wonder X is for Xenophilia Y is for Yes! Z is for ZendingDo You Know the Postmodern Alphabet?The letters are all the same, but the things they stand for are as different as the future is from the past. A Is for Abductive helps you get a handle today on the vocabulary of tomorrow, and on concepts indispensable for living out the old-fashioned gospel in these newfangled times.“You caused this book,” writes one of the authors. “People like you were insisting on a beginner’s guide to the pathway of postmodern ministry.” Here it is. There is no right or wrong place to begin—just pick a letter and start reading. You’ll acquire new words for a new world that will change how you think about church, about ministry, and about what it means to follow in Jesus’ footsteps—entering today’s culture in order to love it, serve it, and lead it home to God.",0.6655375361442566,0.41388726234436035,0.24060170352458954,0.04056438058614731,0.9551933407783508,0.11169012635946274,0.1655837595462799
9780812927634,United Feature Syndication,Games,http://books.google.com/books/content?id=CD8MAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"his new series contains crosswords slightly less taxing than those in The New York Times. Originally published by United Feature Syndicate, these crosswords have appeared in many of America's highest-circulation newspapers.",1997.0,0.0,Random House Crossword Megaomnibus,"9780812927634 his new series contains crosswords slightly less taxing than those in The New York Times. Originally published by United Feature Syndicate, these crosswords have appeared in many of America's highest-circulation newspapers.",0.13236217200756073,0.1040065810084343,0.05136275663971901,0.09844841808080673,0.9089283347129822,0.2328241467475891,0.23974454402923584
